backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
5,fashion|apparel,$,A premium shirt weaved by Hyper Silk Technique. We promise a natural comfort and durability that you've never experienced.,10000,fashion,"A dreamlike comfort unlike any other ""Hyper Silk Shirt""",1791,"
					Backers: 5,
					Funding: $1,791 of $10,000 (,17% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
129,,$,Catholic Children's Missal for Sunday Mass,12000,comics,Diary of a God-Man,14844,"
					Backers: 129,
					Funding: $14,844 of $12,000 (,123% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
943,design|product design,,Reusable Mask | 100% Secure fit | FFP3 rating (N99) | Purifying | Photocatalyst,,design,Electronic Reusable Air Purifying Face Mask,,"
					Backers: 943,
					Funding: HK$675,932 of HK$10,000 (,6759% funded,),
					Campaign Dates: May 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
13,film & video|drama,,Un cortometraje que habla sobre la reunión de los lazos familiares que se quiebran y el recuerdo.,,film & video,Castillos de Cartón,,"
					Backers: 13,
					Funding: MX$15,340 of MX$13,000 (,118% funded,),
					Campaign Dates: May 4th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
24,publishing|children's books,$,Children's book about immigration to America as seen through the eyes of a child. This is my story and perhaps your story too!,5500,publishing,Little Misha in BIG America - Children's Book,990,"
					Backers: 24,
					Funding: $990 of $5,500 (,18% funded,),
					Campaign Dates: May 14th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
47,comics|comic books,$,Being homeless teenagers is hard. It's even harder if you're a witch and an exorcist fighting supernatural evil.,1500,comics,Couch Surfing #1 & #2,1711,"
					Backers: 47,
					Funding: $1,711 of $1,500 (,114% funded,),
					Campaign Dates: May 25th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
831,technology|wearables,$,"Everyday Use | Stops 99% of PM2.5 Particles | Buy One, We Give One | Designed & Made in San Francisco, USA",30000,technology,O2 Mask | Premium Reusable Nanofiltration Mask,82755,"
					Backers: 831,
					Funding: $82,755 of $30,000 (,275% funded,),
					Campaign Dates: May 12th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
26,technology|hardware,$,adopts Thunderbolt™ 3 transmission technology,350000,technology,TDX-180G docking station,6199,"
					Backers: 26,
					Funding: $6,199 of $350,000 (,1% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
22,fashion|accessories,¥,"Earrings, necklaces, rings, and bracelets made from a combination of natural wood and metal using traditional Japanese techniques.",130000,fashion,A Japanese Craftsman Specializing in Wooden Accessories,358409,"
					Backers: 22,
					Funding: ¥358,409 of ¥130,000 (,275% funded,),
					Campaign Dates: April 10th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
3,,$,Edgy pride month themed t-shirts.,500,art,Bleed your Colors: Pride T-shirts,49,"
					Backers: 3,
					Funding: $49 of $500 (,9% funded,),
					Campaign Dates: June 2nd -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
319,,$,Shelter Division 3-issue series and exclusive hardcover edition!  Bob Salley brings the thunder in a return to his sci-fi roots!,7000,comics,Shelter Division,9336,"
					Backers: 319,
					Funding: $9,336 of $7,000 (,133% funded,),
					Campaign Dates: May 25th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
56,games|video games,$,Climb to the top to escape an endless desert in this retro 3D platformer,300,games,Monolithic,1024,"
					Backers: 56,
					Funding: $1,024 of $300 (,341% funded,),
					Campaign Dates: May 18th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
79,,$,A set of enamel pins.,350,art,Sun Summoner & Shadow King Enamel Pins (Pin&Page),1918,"
					Backers: 79,
					Funding: $1,918 of $350 (,548% funded,),
					Campaign Dates: May 20th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
2,art|illustration,$,Museum-quality print made on thick and durable matte paper.,100,art,Playing Cards Prints Collection,261,"
					Backers: 2,
					Funding: $261 of $100 (,261% funded,),
					Campaign Dates: June 6th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
72,fashion|jewelry,$,Rvlvr Brand Glowing Ring Collection,5000,fashion,Revolver Inspired Glow-in-the-Dark Luminescent Rings,6553,"
					Backers: 72,
					Funding: $6,553 of $5,000 (,131% funded,),
					Campaign Dates: May 12th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
16,fashion|accessories,$,"A small metal pin with an enamel depiction of my Rentnarb alien on it that you can use as a tie pin, on your backpack, or just collect.",300,fashion,Rentnarb Studios Comics Alien Icon Enamel Pins,342,"
					Backers: 16,
					Funding: $342 of $300 (,113% funded,),
					Campaign Dates: April 30th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
3,film & video|horror,$,Feature length horror film,10000,film & video,Reckoning of the Clown,111,"
					Backers: 3,
					Funding: $111 of $10,000 (,1% funded,),
					Campaign Dates: April 11th -> June 9th (2020),
					Closed: Tuesday June 9th, 2020,
				",Closed
62,food|small batch,£,"Hand Painted Chocolate Pralines, inspired by memories",3500,food,Bon Bon Alchemy,2028,"
					Backers: 62,
					Funding: £2,028 of £3,500 (,57% funded,),
					Campaign Dates: May 9th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
1,games|tabletop games,£,"We have created a board game called DOOMSDAY. Collect supplies, raid locations and fight to survive.",7500,games,Doomsday - A survival board game for 1-4 players,1,"
					Backers: 1,
					Funding: £1 of £7,500 (,0% funded,),
					Campaign Dates: April 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Cancelled
2,,£,An album based on covers I've done,300,music,Acoustic covers of popular songs,2,"
					Backers: 2,
					Funding: £2 of £300 (,0% funded,),
					Campaign Dates: May 18th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
8,art|video art,£,"We shoot short films and share all the raw material under a Creative Commons License. We shoot, you edit.",2250,art,"Filmzou, in Post-production we trust",301,"
					Backers: 8,
					Funding: £301 of £2,250 (,13% funded,),
					Campaign Dates: May 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
11,design|product design,€,super simple. super practical. super stylish.,800,design,(safe) your first mask bag reducing self-contamination risks,805,"
					Backers: 11,
					Funding: €805 of €800 (,100% funded,),
					Campaign Dates: May 27th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
2,technology|3d printing,€,"Le but de ce projet est de réaliser un Drone sous-marin totalement fonctionnel, 100% imprimé en 3D, et équipé de la technologie Arduino",10000,technology,Un Drone Sous-marin 100% imprimé en 3D,6,"
					Backers: 2,
					Funding: €6 of €10,000 (,0% funded,),
					Campaign Dates: April 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Cancelled
2,technology|software,,An online service for organising any type of an event or a meeting with friends or colleagues.,,technology,KVA Plan,,"
					Backers: 2,
					Funding: kr109 of kr51,000 (,0% funded,),
					Campaign Dates: April 26th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
9,art|illustration,€,"Quarantine Adventures, Humor and Arts will save us.",1197,art,Pirri´s World Square Book,123,"
					Backers: 9,
					Funding: €123 of €1,197 (,10% funded,),
					Campaign Dates: April 21st -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
374,comics|anthologies,£,"A follow-up collection to Asexual Fairy Tales, with even more tales from around the world.",6000,comics,Asexual Myths & Tales,7672,"
					Backers: 374,
					Funding: £7,672 of £6,000 (,127% funded,),
					Campaign Dates: May 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
32,,$,Funny Corona Virus Enamel Pins,1500,fashion,"""I SURVIVED CORONA"" - ENAMEL PINS",647,"
					Backers: 32,
					Funding: $647 of $1,500 (,43% funded,),
					Campaign Dates: May 6th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
2,games|mobile games,$,2d retro top down shooter game about fighting off current infamous virus with your hydro-pneumatic antiseptic launcher.,1000,games,Kung FLU,21,"
					Backers: 2,
					Funding: $21 of $1,000 (,2% funded,),
					Campaign Dates: May 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
105,publishing|children's books,£,Helps sort the Hadrosaurs from the Sauropods,1500,publishing,Dino Words for Dino Nerds,2592,"
					Backers: 105,
					Funding: £2,592 of £1,500 (,172% funded,),
					Campaign Dates: May 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
9,comics|comic books,,IRON LUNG is a collection of short stories from a dark and beautiful world in decay.,,comics,IRON LUNG +,,"
					Backers: 9,
					Funding: kr2,909 of kr5,000 (,58% funded,),
					Campaign Dates: April 21st -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Cancelled
20278,games|tabletop games,$,"A high-thrills pirate game for 1-4 players featuring a unique rondel system, ship minis and language independent play!  It's Tiny Epic!",15000,games,Tiny Epic Pirates,1104750,"
					Backers: 20278,
					Funding: $1,104,750 of $15,000 (,7365% funded,),
					Campaign Dates: May 19th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
26,design|product design,$,A tool to keep your hands off potentially contaminated surfaces while also working as a phone stand,2500,design,CAN'T TOUCH KEY,1211,"
					Backers: 26,
					Funding: $1,211 of $2,500 (,48% funded,),
					Campaign Dates: May 14th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
144,games|playing cards,,Limited To 998 Decks With Sealing Labels. And Only 500 Sets Available On Kickstarter.,,games,Wolfram V3 Limited Edition Playing Cards Set,,"
					Backers: 144,
					Funding: HK$97,064 of HK$30,000 (,323% funded,),
					Campaign Dates: May 26th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
394,publishing|fiction,$,Nexus versus Gourmando,6000,publishing,"Nexus, a Novel",16665,"
					Backers: 394,
					Funding: $16,665 of $6,000 (,277% funded,),
					Campaign Dates: May 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
1,music|world music,€,"We want tot create a Radio Timeline. Looks like a Timetable for a festival, so you can choose your favorite radio station to listen to.",14100,music,Radio Timeline: Clickable timetable for your favourite radio,1,"
					Backers: 1,
					Funding: €1 of €14,100 (,0% funded,),
					Campaign Dates: May 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
2,games|video games,£,"A cartoon style adventure about parrots, nuts and multidimensional aliens!",1250,games,Sqwark! A Nutty Adventure,2,"
					Backers: 2,
					Funding: £2 of £1,250 (,0% funded,),
					Campaign Dates: May 21st -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
12,film & video|shorts,,A short film set in WW3 about Ottar who is convinced that the cows on a neighbouring farm are trying to tell him something important.,,film & video,"""JONNI COWBOY""",,"
					Backers: 12,
					Funding: kr10,150 of kr10,000 (,101% funded,),
					Campaign Dates: May 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
5,publishing|children's books,€,A fun digital sing-along book series about positivity for kids aged 6-8 years. Helps develop the tools for a happy life.,5000,publishing,BEEPOSITIVE: A sing-along book about positivity for kids,81,"
					Backers: 5,
					Funding: €81 of €5,000 (,1% funded,),
					Campaign Dates: May 4th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
2387,games|tabletop games,,"Trudvang Adventures, a roleplaying game for 5E",,games,Trudvang Adventures - for 5E,,"
					Backers: 2387,
					Funding: kr1,934,146 of kr150,000 (,1289% funded,),
					Campaign Dates: May 16th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
2760,games|tabletop games,€,"Sheol is a cooperative 1-4 player campaign game, set in a unique sci-fi world shrouded in an eternal night.",300000,games,Sheol Board Game,322061,"
					Backers: 2760,
					Funding: €322,061 of €300,000 (,107% funded,),
					Campaign Dates: May 13th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
144,games|tabletop games,$,"A definitive reissue of all our science fiction maps, along with some updates, and completely new material.",25600,games,Armored Cartographers: The Definitive Collection,12209,"
					Backers: 144,
					Funding: $12,209 of $25,600 (,47% funded,),
					Campaign Dates: April 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Cancelled
300,games|playing cards,€,Victorian style playing cards deck. Created with passon for design patterns and higly decorated elements.,3000,games,Victorian playing cards,11310,"
					Backers: 300,
					Funding: €11,310 of €3,000 (,377% funded,),
					Campaign Dates: May 1st -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
9,comics|comic books,$,"A comedy about depression, alcoholism, and suicide -- You'll cry until you laugh!",2605,comics,The Bender #2 (Graphic Novel),155,"
					Backers: 9,
					Funding: $155 of $2,605 (,5% funded,),
					Campaign Dates: May 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
40,film & video|comedy,$,We want to finish a short film about a girl in high school who has superpowers that a secret organization wants.  Action+comedy baby!!!,2300,film & video,Stuck In your Head,2405,"
					Backers: 40,
					Funding: $2,405 of $2,300 (,104% funded,),
					Campaign Dates: May 11th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Closed
2,games|video games,€,The competitive cardgame completely RNG-free!,5000,games,SKIRU,119,"
					Backers: 2,
					Funding: €119 of €5,000 (,2% funded,),
					Campaign Dates: May 10th -> June 10th (2020),
					Closed: Wednesday June 10th, 2020,
				",Cancelled
